SRV_STD;WC200_DST_SRV_RATE;WC200_DST_SERR_RATE;WC200_DST_RERR_RATE;WC200_SRV_SRC_RATE;WT10_DST_SRV_RATE;MAP_SRC_INIT_HAS_A;MAP_SRC_INIT_HAS_F;MAP_SRC_INIT_HAS_S;MAP_SRC_INIT_HAS_R;MAP_SRC_INIT_HAS_P;MAP_SRC_INIT_HAS_C;MAP_SRC_INIT_HAS_U;MAP_SRC_INIT_HAS_E;STATE_SF;MAP_WC200_DST_CNT;MAP_WC200_SRV_CNT;MAP_WT10_DST_CNT;MAP_WT10_SRV_CNT;MAP_SRC_BYTES;IS_NA;IS_AS;IS_DBC;IS_FT;IS_HTTP;IS_MI;IS_MM;IS_NW;IS_RA;IS_UK
HTTP;0.3061;0;0.1633;0;0.3061;0;0;1;0;0;0;0;0;1;0.245;0.12;0.098;0.048;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.3137;0;0.1569;0;0.3137;0;0;1;0;0;0;0;0;1;0.255;0.13;0.102;0.052;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.0377;0;0;0.0211;0.0377;0;0;0;1;0;0;0;0;1;0.265;0.95;0.106;0.38;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.0128;0;0.1667;0.0172;0.0128;1;0;0;0;1;0;0;0;1;0.39;0.29;0.156;0.116;1.46E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.2031;0;0;1;0;0;0;1;0;0;0;1;0.32;0.75;0.128;0.3;2.11E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.0149;0;0.194;0;0.0149;0;0;1;0;0;0;0;0;1;0.335;0.48;0.134;0.192;2.18E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0;0;0.0156;0;0;0;0;1;0;0;0;0;0;1;0.32;1;0.128;0.522;2.49E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.4433;0;0.1546;0;0.4433;0;0;1;0;0;0;0;0;1;0.485;0.305;0.194;0.122;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.0095;0;0.1619;0.0132;0.0095;1;0;0;0;1;0;0;0;1;0.525;0.38;0.21;0.152;2.11E-01;0;1;0;0;0;0;0;0;0;0
AS;0.0081;0;0.1935;0.0093;0.0081;0;0;1;0;0;0;0;0;1;0.62;0.54;0.248;0.216;5.64E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.2143;0.1765;0;0;0;0;1;0;0;0;0;1;0.42;0.085;0.168;0.034;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.0112;0;0.2135;0.005;0.0112;1;1;0;0;0;0;0;0;1;0.445;0.995;0.178;0.398;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.2065;0;0;1;1;0;0;0;0;0;0;1;0.46;1;0.184;0.426;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.0102;0;0.2245;0.005;0.0102;1;1;0;0;0;0;0;0;1;0.49;1;0.196;0.446;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.2222;0;0;1;1;0;0;0;0;0;0;1;0.495;1;0.198;0.46;4.91E-03;0;1;0;0;0;0;0;0;0;0
UK;0;0;0.0116;0;0;0;0;1;0;0;0;0;0;1;0.43;1;0.172;0.68;1.97E-01;0;0;0;0;0;0;0;0;0;1
HTTP;0.0101;0;0.0101;0;0.0101;0;0;1;0;0;0;0;0;1;0.495;1;0.198;0.82;2.03E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.3651;0;0.1984;0;0.3651;0;0;1;0;0;0;0;0;1;0.63;0.335;0.252;0.134;1.78E-01;0;0;0;0;1;0;0;0;0;0
NW;0.0081;0;0.2358;0;0.0081;1;1;0;0;0;0;0;0;1;0.615;0.155;0.246;0.062;9.94E-04;0;0;0;0;0;0;0;1;0;0
HTTP;0.3758;0;0.2242;0;0.3758;0;0;1;0;0;0;0;0;1;0.825;0.475;0.33;0.19;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.0282;0;0.2535;0;0.0282;0;0;1;0;0;0;0;0;1;0.71;1;0.284;0.656;6.57E-02;0;0;0;0;1;0;0;0;0;0
FT;0.0095;0;0.0095;0;0.0095;1;0;0;0;1;0;0;0;1;0.525;1;0.21;0.9;3.81E-02;0;0;0;1;0;0;0;0;0;0
HTTP;0.0182;0;0.0091;0.005;0.0182;0;0;0;1;0;0;0;0;1;0.55;1;0.22;0.906;4.91E-03;0;0;0;0;1;0;0;0;0;0
AS;0.0056;0;0.2346;0.006;0.0056;1;1;0;0;0;0;0;0;1;0.895;0.84;0.358;0.336;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.2831;0.02;0;1;0;0;0;1;0;0;0;1;0.83;1;0.332;0.618;3.25E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.0072;0;0.0072;0;0.0072;0;0;1;0;0;0;0;0;1;0.69;1;0.276;1;2.02E-01;0;0;0;0;1;0;0;0;0;0
UK;0.0288;0;0.0072;0;0.0288;0;0;1;0;0;0;0;0;1;0.695;1;0.278;1;3.79E-01;0;0;0;0;0;0;0;0;0;1
HTTP;0.3692;0;0.241;0;0.3692;0;0;1;0;0;0;0;0;1;0.975;0.54;0.39;0.216;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.27;0;0;1;1;0;0;0;0;0;0;1;1;1;0.452;0.434;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.2804;0;0;0;0;1;0;0;0;0;0;1;0.945;1;0.378;0.784;2.46E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.2843;0;0;1;0;0;0;1;0;0;0;1;0.985;1;0.394;0.878;1.45E-02;0;1;0;0;0;0;0;0;0;0
AS;0.025;0;0.285;0.01;0.0248;0;0;0;1;0;0;0;0;1;1;1;0.404;0.902;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.045;0;0.265;0;0.0353;0;0;1;0;0;0;0;0;1;1;0.695;0.51;0.278;1.87E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.27;0;0.0038;1;0;0;0;1;0;0;0;1;1;1;0.522;0.488;1.96E-02;0;1;0;0;0;0;0;0;0;0
AS;0.03;0;0.305;0.3111;0.0256;0;0;0;1;0;0;0;0;1;1;0.225;0.468;0.09;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.3;0;0.0085;0;0;1;0;0;0;0;0;1;1;1;0.472;1;1.68E+00;0;1;0;0;0;0;0;0;0;0
AS;0.11;0;0.335;0;0.0891;0;0;1;0;0;0;0;0;1;1;1;0.494;1;5.12E-02;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.34;0;0.016;0;0;1;0;0;0;0;0;1;1;1;0.5;1;5.56E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.26;0;0;1;0;0;0;1;0;0;0;1;1;1;0.56;0.51;1.96E-02;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.34;0.005;0.0114;1;1;0;0;0;0;0;0;1;1;1;0.528;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.34;0.005;0.0038;1;0;0;0;1;0;0;0;1;1;1;0.532;1;2.11E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.0176;0;0.0059;0;0.0176;0;0;1;0;0;0;0;0;1;0.85;1;0.34;1;4.87E-02;0;0;0;0;1;0;0;0;0;0
UK;0.0057;0;0.0057;0;0.0057;0;0;1;0;0;0;0;0;1;0.87;1;0.348;1;2.64E-02;0;0;0;0;0;0;0;0;0;1
UK;0;0;0.0057;0;0;0;0;1;0;0;0;0;0;1;0.88;1;0.352;1;3.82E-01;0;0;0;0;0;0;0;0;0;1
HTTP;0.325;0;0.29;0;0.3667;0;0;1;0;0;0;0;0;1;1;0.85;0.6;0.34;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.33;0;0.29;0;0.3688;0;0;1;0;0;0;0;0;1;1;0.855;0.602;0.342;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.08;0;0.275;0;0.0518;0;0;1;0;0;0;0;0;1;1;0.905;0.618;0.362;1.87E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.37;0;0.25;0;0.3707;0;0;1;0;0;0;0;0;1;1;0.97;0.642;0.388;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.385;0;0.24;0;0.3754;0;0;1;0;0;0;0;0;1;1;0.995;0.65;0.398;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.385;0;0.24;0;0.3773;0;0;1;0;0;0;0;0;1;1;1;0.652;0.4;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.24;0;0.003;0;0;1;0;0;0;0;0;1;1;1;0.656;0.546;5.50E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.0311;0;0.0104;0;0.0311;0;0;1;0;0;0;0;0;1;0.965;1;0.386;1;2.13E-01;0;0;0;0;1;0;0;0;0;0
AS;0.015;0;0.36;0.005;0.0101;1;1;0;0;0;0;0;0;1;1;1;0.592;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.355;0.005;0.0166;1;1;0;0;0;0;0;0;1;1;1;0.604;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.355;0.005;0.0065;0;0;1;0;0;0;0;0;1;1;1;0.614;1;5.39E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.01;0;0.35;0;0.0128;0;0;1;0;0;0;0;0;1;1;1;0.626;1;4.10E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.265;0;0;1;1;0;0;0;0;0;0;1;1;1;0.676;0.588;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.325;0;0.27;0;0.3553;0;0;1;0;0;0;0;0;1;1;1;0.698;0.404;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.02;0;0.345;0.005;0.0127;0;0;1;0;0;0;0;0;1;1;1;0.63;1;5.26E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.345;0;0.003;0;0;1;0;0;0;0;0;1;1;1;0.656;1;2.54E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.335;0.005;0.009;1;1;0;0;0;0;0;0;1;1;1;0.666;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.235;0;0.0055;0;0;1;0;0;0;0;0;1;1;1;0.73;0.644;5.41E-01;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.335;0.005;0.0148;0;0;1;0;0;0;0;0;1;1;1;0.674;1;5.44E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.335;0;0.0113;0;0;1;0;0;0;0;0;1;1;1;0.708;1;5.66E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.335;0;0.23;0;0.3469;0;0;1;0;0;0;0;0;1;1;1;0.784;0.44;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.235;0.005;0.0024;1;1;0;0;0;0;0;0;1;1;1;0.82;0.738;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.23;0;0;0;0;1;0;0;0;0;0;1;1;1;0.832;0.76;5.60E-01;0;1;0;0;0;0;0;0;0;0
MM;0;0;0.01;0;0;0;0;1;0;0;0;0;0;1;1;1;0.456;1;6.03E-02;0;0;0;0;0;0;1;0;0;0
AS;0.005;0;0.345;0.005;0.0026;1;0;0;0;1;0;0;0;1;1;1;0.77;1;6.01E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.35;0.005;0.0103;0;0;1;0;0;0;0;0;1;1;1;0.776;1;8.47E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.355;0;0;0;0;1;0;0;0;0;0;1;1;1;0.778;1;5.51E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.36;0.005;0.0077;1;1;0;0;0;0;0;0;1;1;1;0.782;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.025;0;0.345;0.005;0.0177;1;1;0;0;0;0;0;0;1;1;1;0.792;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.23;0;0.0023;1;0;0;0;1;0;0;0;1;1;1;0.856;0.794;1.96E-02;0;1;0;0;0;0;0;0;0;0
HTTP;0.12;0;0.225;0;0.0691;0;0;1;0;0;0;0;0;1;1;1;0.868;0.472;1.87E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.125;0;0.225;0;0.0709;0;0;1;0;0;0;0;0;1;1;1;0.874;0.48;1.88E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.35;0.005;0.0122;1;1;0;0;0;0;0;0;1;1;1;0.818;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.02;0;0.015;0;0.0161;0;0;1;0;0;0;0;0;1;1;1;0.498;1;3.94E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.215;0.005;0.0022;1;1;0;0;0;0;0;0;1;1;1;0.916;0.808;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.015;0;0.355;0;0.0094;0;0;1;0;0;0;0;0;1;1;1;0.854;1;2.54E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.025;0;0.34;0;0.0115;1;0;0;0;1;0;0;0;1;1;1;0.872;1;2.34E-03;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.22;0;0.0022;0;0;1;0;0;0;0;0;1;1;1;0.93;0.83;5.41E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.325;0;0.245;0;0.3487;0;0;1;0;0;0;0;0;1;1;1;0.952;0.528;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.34;0;0.23;0;0.36;0;0;1;0;0;0;0;0;1;1;1;1;0.562;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.01;0;0.32;0;0.0068;0;0;1;0;0;0;0;0;1;1;1;0.882;1;2.55E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.32;0;0.0113;0;0;1;0;0;0;0;0;1;1;1;0.884;1;5.60E-01;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.325;0;0.0113;0;0;1;0;0;0;0;0;1;1;1;0.888;1;5.57E-02;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.315;0.005;0.0111;1;1;0;0;0;0;0;0;1;1;1;0.902;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.02;0;0.31;0.005;0.0128;1;1;0;0;0;0;0;0;1;1;1;0.934;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.03;0;0.295;0.025;0.0309;0;0;0;1;0;0;0;0;1;1;1;0.97;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.05;0;0.28;0.035;0.0386;0;0;0;1;0;0;0;0;1;1;1;0.984;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.025;0;0.03;0.005;0.0235;0;0;1;0;0;0;0;0;1;1;1;0.51;1;2.07E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.005;0;0.025;0.02;0.0037;1;0;0;0;1;0;0;0;1;1;1;0.54;1;2.16E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.34;0;0.275;0;0.356;0;0;1;0;0;0;0;0;1;1;1;1;0.594;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.35;0;0.265;0;0.358;0;0;1;0;0;0;0;0;1;1;1;1;0.598;1.79E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.36;0;0.26;0;0.362;0;0;1;0;0;0;0;0;1;1;1;1;0.604;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.255;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0.992;1.96E-02;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.26;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.02;0;0.295;0.005;0.014;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.29;0.005;0.01;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
MM;0;0;0.29;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.20E-02;0;0;0;0;0;0;1;0;0;0
AS;0;0;0.26;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.59E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.26;0.005;0.002;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.255;0;0.004;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.025;0;0.025;0.005;0.0292;0;0;1;0;0;0;0;0;1;1;1;0.548;1;2.08E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.035;0;0.025;0;0.0251;0;0;1;0;0;0;0;0;1;1;1;0.558;1;1.13E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.04;0;0.025;0;0.0285;0;0;1;0;0;0;0;0;1;1;1;0.562;1;7.79E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.045;0;0.025;0;0.0319;0;0;1;0;0;0;0;0;1;1;1;0.564;1;1.16E-01;0;0;0;0;1;0;0;0;0;0
AS;0.035;0;0.025;0.4444;0.0283;0;0;0;1;0;0;0;0;1;1;0.405;0.566;0.162;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.285;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;9.51E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.01;0;0.29;0.2568;0.004;1;0;0;0;1;0;0;0;1;1;0.37;1;0.148;1.89E-02;0;0;0;0;1;0;0;0;0;0
AS;0.02;0;0.29;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;5.73E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.24;0.005;0.004;1;0;0;0;1;0;0;0;1;1;1;1;1;4.07E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.05;0;0.025;0;0.0339;0;0;1;0;0;0;0;0;1;1;1;0.59;1;9.06E-03;0;0;0;0;1;0;0;0;0;0
AS;0.04;0;0.025;0.015;0.0571;0;0;0;1;0;0;0;0;1;1;1;0.666;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
UK;0;0;0.025;0;0;0;0;1;0;0;0;0;0;1;1;1;0.668;1;3.47E-02;0;0;0;0;0;0;0;0;0;1
HTTP;0.355;0;0.295;0;0.338;0;0;1;0;0;0;0;0;1;1;1;1;0.66;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.37;0;0.29;0;0.344;0;0;1;0;0;0;0;0;1;1;1;1;0.666;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.26;0;0.006;1;0;0;0;1;0;0;0;1;1;1;1;1;2.64E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.38;0;0.285;0;0.348;0;0;1;0;0;0;0;0;1;1;1;1;0.676;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.285;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;2.06E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.405;0;0.28;0;0.358;0;0;1;0;0;0;0;0;1;1;1;1;0.694;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.285;0;0.008;0;0;1;0;0;0;0;0;1;1;1;1;1;6.59E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.29;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;5.44E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.285;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.88E-01;0;1;0;0;0;0;0;0;0;0
FT;0;0;0.31;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.86E-01;0;0;0;1;0;0;0;0;0;0
AS;0;0;0.315;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;2.16E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.315;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.71E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.325;0.005;0.01;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.325;0.005;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.335;0.015;0;1;0;0;0;1;0;0;0;1;1;1;1;1;2.37E-02;0;0;0;0;1;0;0;0;0;0
AS;0.015;0;0.34;0.005;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;8.50E-02;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.305;0;0.004;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.33;0;0.004;1;0;0;0;1;0;0;0;1;1;1;1;1;2.06E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.325;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.50E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.33;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.325;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.62E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.33;0;0.315;0;0.346;0;0;1;0;0;0;0;0;1;1;1;1;0.762;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.34;0;0.31;0;0.35;0;0;1;0;0;0;0;0;1;1;1;1;0.766;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.32;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.40E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.32;0;0.325;0;0.344;0;0;1;0;0;0;0;0;1;1;1;1;0.796;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.345;0;0.31;0;0.354;0;0;1;0;0;0;0;0;1;1;1;1;0.81;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.35;0;0.31;0;0.356;0;0;1;0;0;0;0;0;1;1;1;1;0.812;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.33;0;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.345;0;0.325;0;0.356;0;0;1;0;0;0;0;0;1;1;1;1;0.844;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.345;0;0.325;0;0.358;0;0;1;0;0;0;0;0;1;1;1;1;0.846;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.37;0;0.32;0;0.368;0;0;1;0;0;0;0;0;1;1;1;1;0.858;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.305;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.68E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.3;0;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;4.35E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.33;0;0.3;0;0.34;0;0;1;0;0;0;0;0;1;1;1;1;0.866;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.33;0;0.295;0;0.338;0;0;1;0;0;0;0;0;1;1;1;1;0.876;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.33;0;0.295;0;0.338;0;0;1;0;0;0;0;0;1;1;1;1;0.878;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.33;0;0.295;0;0.348;0;0;1;0;0;0;0;0;1;1;1;1;0.892;1.79E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.3;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;4.69E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.305;0.005;0.01;0;0;1;0;0;0;0;0;1;1;1;1;1;5.62E-01;0;1;0;0;0;0;0;0;0;0
